,Item_Identifier,Item_Outlet_Sales
3135,FDU38,2798.3418
3136,FDA52,2864.1155
3137,FDW46,1069.802
3138,DRI59,3819.6013
3139,FDT38,1401.2266
3140,FDL33,2974.9355
3141,FDQ01,6014.7236
3142,FDJ08,3140.975
3143,FDQ47,693.5216
3144,NCZ18,3905.7563
3145,FDE29,981.33093
3146,FDF10,3753.3972
3147,FDC48,1360.9391
3148,FDY58,4251.579
3149,NCX30,1720.6195
3150,FDV11,2852.1282
3151,FDT46,765.72156
3152,DRD01,109.00546
3153,FDQ11,4199.082
3154,NCM41,1537.7552
3155,NCC55,630.91296
3156,FDG45,5446.779
3157,NCQ54,2748.994
3158,FDM34,2071.672
3159,FDD17,679.42957
3160,FDN38,6041.889
3161,FDB53,2200.364
3162,NCL06,4057.2944
3163,NCV18,299.7767
3164,FDX25,3206.681
3165,FDB39,848.6582
3166,FDC33,3181.7031
3167,NCO14,451.8441
3168,FDA58,6090.1724
3169,NCQ02,3165.1787
3170,NCR53,3873.707
3171,FDN52,1358.0964
3172,FDG26,3734.3035
3173,FDE23,1201.9843
3174,DRI37,913.0873
3175,DRH37,2447.5203
3176,FDO01,1986.6976
3177,FDK45,1850.2577
3178,FDP23,3560.5923
3179,FDM33,3623.532
3180,FDD36,2082.9927
3181,FDL56,1366.3424
3182,FDT27,560.7866
3183,FDG52,717.4088
3184,NCL42,4181.7915
3185,DRJ24,3153.7412
3186,FDV38,790.6926
3187,FDT35,2721.3652
3188,FDY51,3485.494
3189,FDC37,1711.714
3190,NCP43,3136.4858
3191,FDO33,1776.6205
3192,FDW04,1837.9247
3193,NCC31,2477.7961
3194,FDK22,3555.5813
3195,FDJ50,969.35767
3196,FDV13,1428.7579
3197,DRL60,2535.5771
3198,FDW03,1686.3331
3199,FDY27,3024.973
3200,FDB39,1662.4374
3201,FDU59,2542.274
3202,FDZ57,2153.5981
3203,FDO21,3562.0654
3204,FDS43,2733.3142
3205,FDU28,460.56467
3206,FDC51,287.61972
3207,FDW16,313.3752
3208,FDP32,343.12643
3209,FDB60,520.5001
3210,NCQ30,2002.1407
3211,FDD26,3225.107
3212,FDI44,1289.5822
3213,DRH23,915.04895
3214,FDO44,1658.0824
3215,FDG04,3073.6653
3216,FDM32,2460.4102
3217,FDM09,2714.811
3218,FDZ47,1372.8657
3219,FDM40,3313.621
3220,FDY48,1737.1235
3221,NCM30,673.62256
3222,FDX36,573.20374
3223,DRF03,704.3933
3224,FDN51,4236.6772
3225,FDM57,1314.392
3226,FDB35,1508.4004
3227,FDY13,2256.189
3228,FDA37,2106.0515
3229,NCX53,2226.824
3230,FDD59,1059.032
3231,FDX10,37.393894
3232,FDC03,2821.0913
3233,FDW43,4095.9375
3234,FDW10,4093.3455
3235,FDY14,5993.2437
3236,FDV43,659.0061
3237,FDO40,2527.6245
3238,FDP46,2455.2273
3239,NCE43,401.31735
3240,FDD05,2111.5356
3241,FDJ60,350.62155
3242,DRE27,1345.8387
3243,FDO11,4334.4673
3244,DRG11,2662.0422
3245,FDK33,476.7037
3246,DRM23,2883.5598
3247,FDJ02,3779.9727
3248,NCZ05,1583.985
3249,NCL30,2051.0374
3250,FDZ19,2570.8047
3251,FDM45,2077.2844
3252,FDO36,2864.1167
3253,NCK31,753.30554
3254,DRJ37,2386.2224
3255,FDP24,1756.998
3256,FDF46,1887.0946
3257,FDX46,109.00546
3258,NCL18,3051.0784
3259,FDJ26,3491.1567
3260,FDJ07,1784.8341
3261,FDY15,2444.6301
3262,DRG01,1105.5404
3263,FDF58,1022.5165
3264,FDZ14,351.2585
3265,FDP31,849.4479
3266,FDH45,679.34534
3267,FDA09,381.57297
3268,FDW31,3296.3706
3269,FDA57,657.01733
3270,NCE55,2856.337
3271,FDC17,521.3574
3272,FDC59,1087.9382
3273,FDA22,2722.8015
3274,FDK52,3768.2607
3275,NCM26,2459.9185
3276,NCT53,2817.2073
3277,FDW45,2210.343
3278,NCI18,3810.4546
3279,FDE38,2354.8538
3280,FDF08,295.23898
3281,FDY58,946.1897
3282,FDF58,161.32724
3283,FDX39,3920.9187
3284,FDB44,3605.443
3285,FDF28,2094.1802
3286,FDE39,1910.7272
3287,FDT37,3583.3267
3288,FDZ45,3272.341
3289,FDO40,2615.5142
3290,FDM57,2361.6487
3291,DRG36,2881.3958
3292,FDY36,190.89719
3293,DRL60,3778.322
3294,FDS25,348.52292
3295,DRF49,3036.1516
3296,FDP16,3856.0613
3297,FDS60,2283.6047
3298,FDU15,1038.2424
3299,FDK43,2057.8237
3300,FDN25,931.5381
3301,FDE53,1701.6061
3302,FDB22,2479.7883
3303,FDE39,1957.1268
3304,FDX35,3960.2502
3305,NCG54,2835.7358
3306,FDH27,2542.7441
3307,NCK42,3347.7617
3308,FDS25,1704.6235
3309,FDI10,2545.4106
3310,FDU35,1701.379
3311,FDI04,3282.226
3312,DRK23,4223.7144
3313,FDB53,326.96066
3314,FDY02,4293.6514
3315,FDM60,738.0027
3316,NCJ31,541.4192
3317,DRP35,2075.9727
3318,NCQ30,1796.4637
3319,DRL11,379.545
3320,FDU01,3040.1575
3321,FDR39,3012.6064
3322,FDO08,2628.3232
3323,FDC02,4857.5913
3324,NCZ29,2152.8523
3325,FDF29,334.15378
3326,FDZ23,3209.8242
3327,NCU53,2319.0608
3328,NCW30,3974.9282
3329,NCM26,3776.3237
3330,FDV50,3281.9087
3331,FDW15,2528.385
3332,FDI35,5220.2607
3333,FDO11,4257.0146
3334,FDN48,1474.2213
3335,NCA17,2516.6511
3336,NCN54,1237.5493
3337,FDP22,790.9962
3338,NCB54,2125.785
3339,FDD08,630.0775
3340,DRM48,27.50864
3341,FDG41,3025.015
3342,FDE44,1357.1962
3343,FDE26,2516.481
3344,NCS38,1825.2434
3345,NCJ54,3421.236
3346,FDI40,329.5659
3347,FDN45,3358.9792
3348,FDU43,3890.227
3349,FDI04,554.27905
3350,NCC07,1363.7483
3351,NCC07,367.06894
3352,NCD18,3873.6199
3353,FDU55,4433.232
3354,FDX59,708.4802
3355,FDR52,3238.7778
3356,NCP17,982.5775
3357,FDQ32,2005.2434
3358,NCT17,3289.385
3359,FDO10,949.2283
3360,FDE32,476.1368
3361,FDN44,2553.6475
3362,FDH02,1452.1188
3363,FDK60,1530.87
3364,FDS24,314.46017
3365,FDL03,475.86765
3366,FDB46,5478.2065
3367,FDO48,3804.7683
3368,FDZ39,1641.527
3369,FDT02,1035.0331
3370,FDC50,1538.3011
3371,FDP39,858.6782
3372,DRG15,738.1887
3373,FDP10,1446.9424
3374,FDF53,5206.5127
3375,FDN34,2858.9539
3376,FDK02,1921.3352
3377,FDC23,2752.5513
3378,FDJ10,314.4244
3379,FDE53,1757.1516
3380,FDR25,4934.648
3381,FDW50,2650.7314
3382,FDS09,824.6029
3383,FDW49,321.82272
3384,FDU51,2881.6401
3385,FDF28,1808.5588
3386,NCY30,2651.6895
3387,FDD44,4099.749
3388,FDX09,3028.214
3389,NCF30,2075.8557
3390,FDZ50,503.22018
3391,FDW37,1344.8605
3392,FDD11,4105.812
3393,DRH39,936.71875
3394,FDA36,3115.2988
3395,NCG43,1490.5804
3396,FDF02,1707.4246
3397,FDP57,2662.0422
3398,NCE42,3472.0745
3399,NCR38,5979.959
3400,FDP03,324.09335
3401,FDO51,752.25146
3402,NCQ42,2060.9456
3403,NCM41,1378.7141
3404,FDH48,2357.3865
3405,DRF60,3806.27
3406,FDJ27,1674.8004
3407,FDQ14,2474.777
3408,FDN27,1765.3573
3409,NCQ02,3073.6653
3410,FDJ33,2077.2844
3411,FDP07,5298.0493
3412,DRE01,3893.926
3413,FDU36,1615.5696
3414,FDL28,3986.984
3415,NCX53,2147.0942
3416,FDZ39,1633.084
3417,NCP42,3146.005
3418,FDJ14,1349.7296
3419,FDK04,955.9398
3420,NCC19,3187.3762
3421,FDS09,571.82153
3422,FDZ02,1624.7169
3423,FDD35,1818.5198
3424,NCY42,2512.4597
3425,FDB05,3550.0315
3426,FDF20,3322.9395
3427,NCO41,1315.1313
3428,FDC40,2228.3606
3429,FDV58,2329.3484
3430,FDZ57,2041.1798
3431,DRM35,2949.4807
3432,DRN36,1315.5709
3433,FDQ13,1289.2435
3434,DRO35,345.93967
3435,NCD43,1727.6425
3436,FDA51,1673.708
3437,NCX17,6095.7534
3438,NCZ17,711.8484
3439,FDR11,4044.565
3440,FDW34,3953.721
3441,FDN50,1556.3606
3442,FDS09,794.55066
3443,FDS48,2208.0083
3444,FDL44,2621.8562
3445,DRF48,2802.879
3446,FDA14,2200.364
3447,NCD30,1548.5803
3448,FDI16,812.68164
3449,NCG06,4209.828
3450,DRZ24,2038.8273
3451,NCS17,1514.8177
3452,FDB37,3260.436
3453,FDE10,2165.2498
3454,FDC57,3060.6687
3455,FDM12,2873.6387
3456,FDE24,2161.6184
3457,FDW22,3461.636
3458,DRD01,1498.8898
3459,NCZ18,5934.972
3460,FDN49,730.5476
3461,FDR22,1941.3063
3462,FDV08,47.534763
3463,FDY39,3182.7761
3464,FDV36,2065.273
3465,FDO60,675.18115
3466,FDU04,3206.4802
3467,FDR20,1200.9309
3468,FDW19,353.32138
3469,FDU40,2503.9517
3470,FDK15,1489.2738
3471,DRF15,2576.3804
3472,FDQ25,2904.694
3473,FDI48,136.4465
3474,FDS49,1306.0164
3475,FDV22,2620.168
3476,NCV42,1651.3538
3477,FDX26,3121.2034
3478,FDI33,1163.622
3479,FDZ14,2088.3816
3480,FDG10,892.1449
3481,FDM38,593.76184
3482,FDG26,6063.8457
3483,FDH46,1736.9376
3484,FDN13,1460.4491
3485,FDU57,2526.3657
3486,NCI06,2942.7024
3487,FDM38,800.7294
3488,NCG42,342.2966
3489,FDL39,2869.4456
3490,FDT31,526.1467
3491,FDV59,3523.1116
3492,FDB49,1756.86
3493,FDD58,1698.973
3494,DRN59,671.422
3495,FDX48,2503.728
3496,FDQ11,4190.441
3497,FDY12,864.1742
3498,FDQ11,4093.0498
3499,DRI11,1928.0767
3500,FDY32,4127.1885
3501,FDS51,956.7954
3502,FDR19,257.34433
3503,DRB13,2693.0754
3504,FDS21,1066.1827
3505,FDQ40,2729.404
3506,NCE55,2842.2432
3507,FDX43,4154.3535
3508,FDS12,2097.048
3509,DRK01,2552.293
3510,FDN25,964.8756
3511,FDB60,3161.484
3512,FDQ13,1366.9438
3513,DRK13,3036.754
3514,DRF25,435.3304
3515,NCD42,47.09531
3516,FDW25,1335.9567
3517,NCV29,4815.301
3518,NCK42,3509.4124
3519,DRJ13,4056.223
3520,DRD15,3945.803
3521,FDM27,2414.8916
3522,FDZ50,2848.1584
3523,FDC04,3913.6133
3524,FDF50,3332.5417
3525,FDP15,4177.4727
3526,FDK46,4188.4907
3527,FDZ56,2464.9558
3528,FDY60,2262.2097
3529,FDB10,3902.2278
3530,FDR57,2399.56
3531,FDU58,3229.528
3532,FDH02,1354.4337
3533,FDP48,3182.46
3534,FDI46,4148.3687
3535,FDW56,3166.489
3536,NCM19,277.3304
3537,FDS50,5801.972
3538,FDK24,663.4148
3539,FDO36,2969.3171
3540,FDK45,3050.8486
3541,NCL05,673.62256
3542,FDL32,1668.5986
3543,FDA28,2117.5115
3544,FDY36,912.489
3545,FDP32,1777.2076
3546,FDL50,2073.7097
3547,DRC24,2506.3118
3548,NCS18,1727.7021
3549,FDD16,1170.5558
3550,NCV18,1353.2228
3551,FDX07,3136.1387
3552,NCZ05,2662.0422
3553,NCI31,605.00696
3554,FDK14,1405.0559
3555,NCR06,641.66003
3556,NCF54,2879.5327
3557,DRG23,331.85715
3558,FDD53,671.422
3559,NCM31,3329.8171
3560,FDT16,4255.512
3561,FDR40,1354.6655
3562,DRG25,3234.0925
3563,FDT10,1071.2794
3564,FDY32,2636.3137
3565,FDN50,1605.9012
3566,FDZ35,352.73166
3567,NCP54,1990.2827
3568,NCD07,1893.2107
3569,FDS02,2821.0913
3570,DRN59,567.9818
3571,DRB24,2480.4233
3572,FDP37,3327.229
3573,DRB01,2816.2175
3574,FDR47,3121.2034
3575,NCM31,322.17502
3576,NCF06,6133.0
3577,NCV17,3335.4634
3578,FDS10,2872.8638
3579,FDN52,1378.289
3580,FDZ48,1869.217
3581,FDJ48,4278.538
3582,DRB13,5302.3115
3583,FDV59,3610.812
3584,FDL32,1795.2604
3585,FDZ12,2203.6565
3586,NCR06,980.2833
3587,FDP51,1944.183
3588,FDY22,2171.7395
3589,FDZ38,2877.869
3590,NCO54,1011.92834
3591,FDR23,2904.9153
3592,FDM38,919.20325
3593,FDS25,1840.1395
3594,FDZ22,1348.2115
3595,FDZ20,912.432
3596,FDD45,330.95163
3597,FDN03,4294.1636
3598,NCW30,3929.7847
3599,FDY24,1654.7756
3600,FDJ26,496.4327
3601,FDM15,2528.385
3602,NCW54,1639.2682
3603,FDA23,1583.985
3604,FDA39,47.534763
3605,FDZ12,2486.8625
3606,NCB42,1890.2518
3607,FDL16,783.07275
3608,FDO24,406.61215
3609,NCP42,3138.3665
3610,FDR19,2213.3513
3611,DRL01,3819.903
3612,FDV37,3230.0645
3613,FDI41,318.75864
3614,FDF58,978.8352
3615,NCF43,1860.4723
3616,FDN02,3629.576
3617,NCP41,1792.1993
3618,NCY17,1061.9124
3619,FDL58,5276.1577
3620,NCA30,5169.463
3621,FDE46,2192.3567
3622,FDY38,3837.1526
3623,NCH29,2553.8513
3624,FDO20,4048.7551
3625,FDP44,1440.2133
3626,FDM02,2465.1123
3627,FDJ14,2222.738
3628,FDH04,291.41354
3629,DRK23,4070.845
3630,NCW05,1618.1487
3631,FDF12,2509.0637
3632,FDL51,523.5978
3633,FDN03,3787.3962
3634,DRJ37,2509.0637
3635,FDM12,503.22018
3636,FDA16,3666.1013
3637,NCB07,3173.6758
3638,NCI17,336.99692
3639,FDR51,2505.1106
3640,FDJ55,3758.7598
3641,NCZ17,669.4602
3642,FDU25,925.72546
3643,NCG18,1589.5907
3644,DRM11,4159.83
3645,FDH16,1446.7158
3646,FDZ04,764.06274
3647,NCX53,2235.9893
3648,FDX38,1367.081
3649,FDX09,2834.605
3650,NCW05,1446.9424
3651,NCS41,3240.7068
3652,FDI26,2896.0698
3653,NCZ41,3348.772
3654,NCK06,2054.7097
3655,FDX23,2559.4739
3656,NCA42,2607.7275
3657,FDC20,885.12305
3658,DRC49,2173.297
3659,FDX01,1829.157
3660,FDC08,3745.504
3661,FDC02,5688.078
3662,FDK10,2791.078
3663,DRC24,2469.555
3664,FDW16,295.23898
3665,NCU06,3339.534
3666,DRA59,3074.1973
3667,FDR24,295.23898
3668,DRL35,456.3309
3669,FDA49,1314.3234
3670,NCC55,632.87476
3671,DRD24,357.56955
3672,NCE55,2985.6023
3673,FDT33,2707.4336
3674,NCT53,2642.7158
3675,FDS26,4024.129
3676,FDL22,1205.0902
3677,FDP44,1687.691
3678,FDC52,2146.6104
3679,FDI53,384.63168
3680,FDZ23,3138.7266
3681,NCT18,3188.545
3682,FDR13,1891.3784
3683,FDB09,341.37338
3684,FDZ60,1625.7871
3685,FDB11,3762.3518
3686,FDC10,1753.4692
3687,FDW56,3268.3054
3688,FDK14,2351.7637
3689,DRE27,2557.9155
3690,FDA38,3962.457
3691,FDT11,3026.723
3692,FDP15,4312.0674
3693,FDV27,1419.388
3694,FDS36,2683.6357
3695,FDY40,1361.4585
3696,NCF19,825.05774
3697,FDF53,2313.3354
3698,FDS14,3774.0012
3699,FDE56,1087.9382
3700,FDZ19,2939.996
3701,FDZ46,1830.2546
3702,FDR16,3455.7622
3703,FDG29,450.6594
3704,NCE30,3515.5437
3705,FDZ40,834.1454
3706,FDG58,2183.182
3707,DRH03,1557.9957
3708,FDZ47,1360.2925
3709,FDV04,2360.3281
3710,FDZ10,1791.6962
3711,FDG46,1929.7273
3712,NCF07,1580.3577
3713,FDY44,3339.397
3714,FDB21,3878.464
3715,FDS20,3268.3054
3716,FDS49,1338.6274
3717,FDX55,5541.681
3718,NCQ02,2747.9385
3719,FDR25,4363.9727
3720,DRG39,842.21265
3721,FDB46,3464.0898
3722,NCC30,2710.593
3723,FDE58,1969.1823
3724,FDC05,591.0498
3725,FDY15,2552.7937
3726,FDG14,2484.662
3727,FDL08,3998.042
3728,FDQ47,653.8694
3729,FDN12,1707.4246
3730,FDW10,4161.2617
3731,FDD02,1995.254
3732,FDX35,871.588
3733,FDT35,2695.039
3734,DRN47,480.18637
3735,FDB11,547.39844
3736,FDN20,2713.0388
3737,FDB59,3381.9233
3738,FDJ58,2831.7883
3739,FDU60,2695.039
3740,FDS03,1093.1696
3741,FDU40,520.5001
3742,DRH15,715.3617
3743,FDD04,3776.3003
3744,FDQ01,3781.096
3745,FDF28,2141.677
3746,FDD22,337.39084
3747,FDY19,1885.2112
3748,FDN33,1505.8916
3749,FDV36,2174.228
3750,FDW01,331.75912
3751,FDJ28,3238.7734
3752,FDB17,3114.6465
3753,FDM40,2196.2393
3754,FDV46,2071.672
3755,FDQ44,1881.6055
3756,NCD42,638.4806
3757,DRH37,2614.6606
3758,FDR10,2343.0464
3759,NCD06,1192.0991
3760,FDI53,2641.1877
3761,FDG16,3591.5483
3762,DRB25,1658.0824
3763,FDY09,2869.3164
3764,FDX48,2435.997
3765,FDC03,503.3182
3766,FDT47,1638.4773
3767,FDW44,4695.604
3768,FDT24,1112.6422
3769,FDT12,734.0648
3770,NCS38,1923.7871
3771,FDO39,3199.2693
3772,FDA13,638.92017
3773,FDO48,3931.0825
3774,DRJ01,2601.4573
3775,FDD53,456.3309
3776,NCT05,4187.146
3777,FDQ51,668.89124
3778,FDU60,2695.039
3779,FDC59,1003.31213
3780,FDP36,875.82605
3781,NCM19,1809.6179
3782,FDL16,699.2529
3783,FDE50,2812.1472
3784,NCR18,669.0206
3785,NCD30,1604.2421
3786,FDH31,1470.0896
3787,FDD56,471.22812
3788,FDC47,3856.8523
3789,FDZ21,1518.0269
3790,FDM01,1704.6235
3791,FDF24,1357.4662
3792,FDW23,679.8218
3793,FDY52,729.96826
3794,DRH37,4172.364
3795,DRO47,3010.4165
3796,FDR25,3504.5547
3797,FDQ24,6469.363
3798,DRJ51,3517.7832
3799,NCU06,3979.1404
3800,NCV18,1158.3892
3801,NCC06,3356.4163
3802,FDZ01,1410.4604
3803,FDT14,2019.0939
3804,FDD11,738.03015
3805,FDN09,4010.5103
3806,NCO18,415.2761
3807,FDZ50,3073.8044
3808,FDS44,3908.1196
3809,FDI36,3030.4004
3810,FDA26,569.2792
3811,NCY53,1861.0315
3812,FDF32,3264.7615
3813,FDF59,338.01718
3814,FDB20,1126.9858
3815,DRH11,971.2705
3816,FDT03,2733.7263
3817,NCH06,3979.606
3818,FDR55,3211.6123
3819,FDI10,2887.7332
3820,FDZ12,2086.2625
3821,FDM12,3256.9138
3822,DRB25,1590.0305
3823,NCS41,3188.545
3824,NCT53,2746.9905
3825,NCD55,671.0188
3826,FDY08,2201.89
3827,NCP55,955.03577
3828,FDA33,2487.4326
3829,FDQ33,2501.8442
3830,FDE45,4838.9097
3831,FDT26,2034.366
3832,NCV53,4117.122
3833,FDK60,2550.4844
3834,NCJ29,1342.1316
3835,FDI15,3808.928
3836,FDX21,1830.2546
3837,FDV49,854.22705
3838,DRO59,1192.8485
3839,FDZ14,1971.542
3840,FDP32,3354.3943
3841,FDC33,3255.159
3842,FDT14,319.3929
3843,NCN54,2254.1907
3844,FDR57,3790.5754
3845,DRK12,650.4214
3846,FDX52,3150.7605
3847,FDX08,468.00412
3848,FDP10,315.75217
3849,NCP50,1344.7806
3850,NCL06,4172.74
3851,FDP25,3554.6555
3852,FDE53,1654.4553
3853,FDL27,1072.1295
3854,FDC35,3620.9163
3855,DRJ47,450.6511
3856,FDD16,916.82153
3857,NCN42,2516.2114
3858,FDC38,3302.6519
3859,NCO07,3195.1323
3860,FDQ20,684.41846
3861,FDI32,1839.3573
3862,FDN20,396.71152
3863,DRJ51,6163.7275
3864,FDU08,1503.6965
3865,DRN37,406.1158
3866,FDD05,326.13242
3867,FDW15,2511.7292
3868,FDI52,1989.6772
3869,DRM11,4292.5815
3870,NCO06,641.1207
3871,FDU38,3219.4563
3872,FDU59,2365.6968
3873,FDJ10,2138.382
3874,FDM13,2152.9587
3875,NCJ30,406.1158
3876,FDM45,1823.9607
3877,FDP36,774.49646
3878,NCD30,318.90976
3879,FDN48,1520.2086
3880,FDY32,2694.2922
3881,FDU47,2171.7395
3882,FDF17,502.55185
3883,FDP34,2614.6975
3884,FDA47,2694.9316
3885,DRD27,2552.7607
3886,FDW38,912.8074
3887,FDZ15,354.19052
3888,FDZ03,5212.1353
3889,NCN19,3189.0884
3890,FDG02,3191.5806
3891,FDS31,3311.3438
3892,FDW43,681.50977
3893,FDZ47,212.21774
3894,FDO57,2424.4631
3895,NCL07,671.0188
3896,NCV42,1824.5603
3897,FDP40,2345.5327
3898,FDP48,530.38525
3899,FDH21,2648.7034
3900,NCP02,978.9171
3901,FDK24,707.30164
3902,FDC41,1105.5404
3903,FDF08,1402.4908
3904,FDO49,854.1239
3905,FDS56,6484.3604
3906,FDX46,762.44653
3907,FDQ07,3802.5159
3908,FDC32,262.46823
3909,FDT21,745.6749
3910,FDG58,2408.9717
3911,FDW14,1381.4728
3912,DRA12,3353.4497
3913,FDV27,1356.4319
3914,DRD25,1816.9159
3915,DRF48,5196.628
3916,FDX24,1514.1631
3917,DRJ51,3860.5671
3918,FDE45,2877.1072
3919,FDE14,1675.0159
3920,FDG53,2037.9707
3921,FDT08,2500.2917
3922,DRC27,5939.8364
3923,FDG20,2866.1235
3924,FDC21,1675.0159
3925,FDV31,2713.415
3926,FDB58,2066.3542
3927,FDV23,2016.8446
3928,FDA25,353.32138
3929,FDC15,2490.284
3930,FDU47,2140.1035
3931,FDE23,759.0448
3932,FDS08,2833.9158
3933,FDW03,2676.96
3934,FDJ60,2347.2852
3935,FDM34,2158.0793
3936,FDW33,1659.6752
3937,FDZ40,924.5885
3938,FDE33,1051.4237
3939,NCC06,348.38278
3940,FDU11,1942.4882
3941,FDL44,2676.4043
3942,NCZ29,2123.234
3943,FDG28,715.8435
3944,FDL12,751.1902
3945,FDD52,1621.7069
3946,FDO15,1138.099
3947,NCN29,1351.1338
3948,FDW36,1646.8109
3949,FDB21,3833.3208
3950,FDZ28,2054.8362
3951,FDY10,1962.2062
3952,DRG39,900.6156
3953,FDN28,1660.643
3954,FDV15,1679.8677
3955,DRI13,3689.3335
3956,FDH20,1541.5104
3957,FDY51,3792.631
3958,FDE16,3565.5708
3959,FDX40,454.09677
3960,FDC48,1027.5879
3961,FDS14,2472.15
3962,FDX56,3987.7163
3963,FDI10,2852.1282
3964,FDI14,2189.0198
3965,DRM48,636.9584
3966,NCH07,4056.223
3967,FDY26,3534.5852
3968,FDD02,3037.5818
3969,FDM12,3216.566
3970,DRF01,284.01718
3971,FDV36,2044.9573
3972,DRI59,3789.1965
3973,FDV03,2200.198
3974,FDO39,3223.5247
3975,NCB07,2761.4463
3976,FDH38,3026.3213
3977,FDZ13,814.7434
3978,NCZ30,2042.3645
3979,NCA06,653.7356
3980,FDB04,1388.1487
3981,FDN50,1503.205
3982,NCG06,4118.812
3983,NCY17,480.9271
3984,FDC23,2869.763
3985,FDK33,3348.777
3986,FDR03,3519.7507
3987,FDZ07,1012.40137
3988,FDO38,1337.8362
3989,FDS59,1681.6917
3990,DRM11,704.9541
3991,FDX52,5301.722
3992,DRJ35,693.91235
3993,NCP53,3915.1714
3994,FDW15,368.80942
3995,DRI47,2425.714
3996,DRZ11,2067.4248
3997,FDS02,3171.3628
3998,DRD49,3531.6406
3999,FDW38,840.4529
4000,FDR21,364.47824
4001,FDE40,1069.802
4002,FDI02,1765.4835
4003,FDQ04,661.02075
4004,FDY14,3747.7266
4005,NCT54,1524.6173
4006,DRD25,1823.9902
4007,DRE01,3799.8926
4008,FDJ12,600.2523
4009,NCZ05,1705.8595
4010,DRB25,343.43625
4011,NCC31,2526.5803
4012,FDM16,1102.7043
4013,DRG11,1698.973
4014,FDV24,3749.1348
4015,FDV43,671.422
4016,FDG05,2200.5852
4017,FDV23,301.44186
4018,FDI58,1170.9143
4019,FDQ11,4261.007
4020,FDC05,5300.75
4021,FDF40,4154.094
4022,FDU02,3490.618
4023,FDT32,3138.7266
4024,NCF06,4154.5376
4025,FDT46,762.2012
4026,FDR58,284.31967
4027,FDY04,2607.9617
4028,FDT58,2642.0999
4029,FDE46,2480.2341
4030,DRH11,915.3887
4031,DRI51,2903.4407
4032,FDC35,3857.7031
4033,FDP45,4219.617
4034,FDC45,2801.3423
4035,FDU01,2765.7979
4036,FDJ53,314.30624
4037,FDJ46,2873.8137
4038,FDX07,3136.1387
4039,NCI30,3922.3315
4040,FDE47,3327.084
4041,FDV48,1293.422
4042,FDN16,353.32138
4043,FDM52,2509.4885
4044,FDA32,5517.342
4045,FDH05,3929.221
4046,FDW25,303.85703
4047,FDQ09,1879.4562
4048,NCM17,107.88852
4049,DRM59,2405.0037
4050,FDV47,2357.3865
4051,DRE15,1237.9149
4052,FDS25,347.48874
4053,NCZ05,1424.2828
4054,NCV05,358.9243
4055,DRM37,3180.9067
4056,FDV58,5265.261
4057,FDN22,6093.647
4058,NCO06,702.34595
4059,FDT56,115.28671
4060,FDM02,1364.142
4061,FDA09,2966.9058
4062,NCC06,2174.228
4063,NCL54,2960.1887
4064,NCB55,934.7727
4065,FDB12,1668.7812
4066,NCA54,3045.9695
4067,NCS38,1967.3519
4068,FDC02,5579.3506
4069,FDK44,461.343
4070,FDE16,3732.2324
4071,NCS05,2144.1116
4072,FDZ59,2651.9849
4073,FDI20,3551.8372
4074,FDQ14,2467.1387
4075,FDF53,2422.0847
4076,FDW25,1404.423
4077,NCQ43,315.75217
4078,FDX52,3092.8809
4079,FDE28,3811.0776
4080,FDN15,2217.6663
4081,FDO28,1920.1556
4082,FDQ33,2426.1538
4083,FDM22,109.00546
4084,FDJ03,838.9448
4085,FDI16,840.56946
4086,FDI09,6130.5596
4087,FDX55,3517.0256
4088,FDS23,3327.229
4089,DRC12,3068.3303
4090,FDH41,3547.9368
4091,FDN01,2842.2432
4092,FDV55,2432.788
4093,NCJ19,881.13586
4094,NCY29,99.12045
4095,FDP03,1799.0204
4096,FDZ52,1762.2328
4097,FDH31,353.32138
4098,FDQ19,3465.2861
4099,FDS15,1711.2639
4100,FDN32,3279.2957
4101,FDH32,1541.8751
4102,FDF33,1718.477
4103,FDJ22,3121.2034
4104,FDG56,137.63083
4105,FDC05,3171.2646
4106,FDK09,3876.941
4107,NCV29,2765.6868
4108,NCC43,592.57324
4109,NCA42,2611.031
4110,FDC10,1891.9683
4111,FDC16,1271.5304
4112,NCL17,2166.9639
4113,FDA51,1912.1608
4114,FDW01,2540.193
4115,NCF30,2043.6858
4116,FDN49,697.48157
4117,FDY20,1364.5614
4118,FDC15,2366.208
4119,FDY24,863.39636
4120,NCG43,1555.6525
4121,FDA48,3765.4656
4122,NCF55,701.28894
4123,FDL38,1402.6608
4124,NCQ29,3603.821
4125,FDC34,2536.4214
4126,FDP36,1367.081
4127,FDN50,313.3752
4128,FDO23,1535.1243
4129,FDT56,922.9724
4130,FDT13,5202.2744
4131,FDZ03,3198.43
4132,FDQ03,573.553
4133,FDU44,2592.5645
4134,FDD03,3906.3713
4135,NCH30,1870.4468
4136,FDS60,170.30508
4137,FDG08,2852.03
4138,FDX38,832.8994
4139,FDD22,1894.1687
4140,FDW51,3455.7622
4141,FDL09,2698.8953
4142,FDZ60,1412.467
4143,NCH07,2622.1392
4144,NCQ41,3366.2803
4145,FDW04,2097.7546
4146,FDI08,6258.8984
4147,FDR19,336.8458
4148,FDV13,1375.6023
4149,FDB52,4200.1104
4150,FDZ48,2954.6465
4151,NCO14,720.75793
4152,FDZ50,3198.43
4153,FDN27,345.93967
4154,FDQ60,2038.9049
