Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
291,18.85,0,0.141524348,3,168.4132,1,1987,0,2,1,2874.9244
834,20.35,0,0.149753132,4,259.7594,0,1998,1,2,0,784.9782
755,20.75,0,0.089260667,2,193.4478,8,1997,2,0,1,4843.695
1186,12.857645184136183,1,0.054288646,10,96.6094,5,1985,1,2,3,2189.8162
1388,20.6,0,0.071282168,9,74.4696,3,2009,1,2,2,223.7088
1095,4.615,1,0.101812521,3,232.23,6,2004,2,1,1,5126.66
713,12.857645184136183,0,0.156304192,13,256.3672,4,1985,2,0,0,255.6672
109,13.15,0,0.056418354,14,142.4812,6,2004,2,1,1,2422.1804
340,10.195,1,0.017658634,15,240.1538,9,1999,1,0,1,1442.1228
1295,10.895,0,0.027047774,11,50.6666,8,1997,2,0,1,666.4658
632,12.857645184136183,0,0.039370913,10,116.9808,5,1985,1,2,3,3866.9664
861,20.85,0,0.032448523,0,177.866,8,1997,2,0,1,1078.596
514,12.5,0,0.112203445,3,121.144,6,2004,2,1,1,1438.128
72,8.26,0,0.034544435,7,116.0834,3,2009,1,2,2,1267.0174
524,7.905,0,0.010012319,13,250.4408,8,1997,2,0,1,3004.0896
303,8.775,0,0.0,6,111.3228,9,1999,1,0,1,1436.7964
1028,12.857645184136183,1,0.106538757,4,222.3772,5,1985,1,2,3,1556.6404
1443,10.0,0,0.089078338,8,147.1102,1,1987,0,2,1,2916.204
438,12.857645184136183,1,0.076868664,5,62.1194,4,1985,2,0,0,123.8388
1052,7.68,0,0.071010513,6,190.9162,9,1999,1,0,1,5195.2374
191,7.475,0,0.149125615,6,241.6854,3,2009,1,2,2,6042.135
1351,21.25,0,0.024795057,9,147.4102,2,2007,1,1,1,3791.0652
929,12.15,0,0.021719387,1,163.1184,6,2004,2,1,1,3467.4864
1279,7.68,0,0.153419412,8,86.4224,2,2007,1,1,1,511.3344
998,17.1,0,0.054162439,1,85.3566,1,1987,0,2,1,1775.6886
685,12.857645184136183,1,0.041779181,10,43.4112,5,1985,1,2,3,1107.8912
816,11.6,0,0.017744999,3,177.9686,8,1997,2,0,1,1244.3802
432,19.1,1,0.025924623,6,148.0418,7,2002,1,1,1,3825.6868
1082,9.195,1,0.117462619,13,158.9578,6,2004,2,1,1,2246.4092
1258,16.25,0,0.039207025,9,116.1176,9,1999,1,0,1,2633.9048
332,9.6,0,0.036341539,6,142.9154,9,1999,1,0,1,3261.7542
401,10.0,0,0.046043736,5,140.618,3,2009,1,2,2,2376.906
144,9.3,0,0.01601936,4,248.5092,6,2004,2,1,1,6474.2392
1221,13.0,0,0.099887103,9,45.906,2,2007,1,1,1,838.908
573,18.25,0,0.012300013,6,160.4894,7,2002,1,1,1,3073.9986
106,12.857645184136183,0,0.030554947,7,41.877,5,1985,1,2,3,1125.202
1372,13.0,0,0.041824524,9,256.7014,8,1997,2,0,1,2805.0154
1013,12.1,0,0.148612263,6,104.528,9,1999,1,0,1,1384.864
726,8.185,0,0.046556408,6,47.7692,9,1999,1,0,1,640.4996
441,10.895,0,0.035747522,6,133.6284,8,1997,2,0,1,1581.9408
1061,19.2,1,0.022954444,6,184.495,9,1999,1,0,1,4028.09
576,19.35,1,0.082731751,0,49.2034,2,2007,1,1,1,777.6544
245,15.6,0,0.117574554,5,75.667,2,2007,1,1,1,1301.639
1037,19.2,0,0.124301968,3,89.7488,7,2002,1,1,1,2082.6224
23,19.6,0,0.024325592,4,48.5718,3,2009,1,2,2,425.4462
995,8.365,1,0.039811272,6,191.3188,1,1987,0,2,1,2285.0256
1460,19.6,0,0.094161662,9,251.9698,8,1997,2,0,1,4566.0564
1121,4.88,1,0.133382115,0,55.0298,1,1987,0,2,1,647.1576
996,16.75,0,0.045009952,13,186.8556,1,1987,0,2,1,2440.8228
337,17.5,0,0.026980351,5,262.591,3,2009,1,2,2,4207.856
59,12.857645184136183,0,0.061393095,4,91.812,4,1985,2,0,0,372.848
479,17.2,1,0.025309134,3,147.0418,2,2007,1,1,1,2354.2688
848,5.175,1,0.04937018,13,106.7622,0,1998,1,2,0,211.7244
1049,6.155,1,0.095045476,10,213.456,3,2009,1,2,2,2556.672
973,7.75,1,0.082930699,5,35.2558,8,1997,2,0,1,780.9834
772,7.075,0,0.022566975,5,97.3068,8,1997,2,0,1,1263.6884
92,11.65,0,0.01941154,7,40.3164,7,2002,1,1,1,502.0132
1107,12.857645184136183,1,0.133279499,10,112.6202,4,1985,2,0,0,675.1212
104,19.5,1,0.077292302,14,235.3958,9,1999,1,0,1,6309.7866
1413,5.32,0,0.093027718,8,101.4674,9,1999,1,0,1,2954.1546
567,16.0,0,0.041112694,13,139.9496,3,2009,1,2,2,3105.2912
509,12.857645184136183,1,0.023417004,10,223.8404,5,1985,1,2,3,7201.2928
495,10.695,0,0.057792343,6,61.4536,8,1997,2,0,1,428.7752
968,9.1,1,0.0,1,173.2054,7,2002,1,1,1,3151.8972
1164,9.395,0,0.045525961,13,83.425,2,2007,1,1,1,1498.05
817,10.195,1,0.146094132,4,196.1794,9,1999,1,0,1,2926.191
825,6.465,0,0.124402507,3,266.1884,1,1987,0,2,1,5299.768
749,13.5,1,0.0,4,57.8562,9,1999,1,0,1,711.0744
676,17.25,0,0.072986772,3,78.8986,7,2002,1,1,1,1635.8706
1361,12.15,0,0.028592842,9,151.0708,6,2004,2,1,1,2858.9452
1191,6.63,1,0.104183308,0,166.15,9,1999,1,0,1,3828.35
95,9.5,0,0.042056944,14,31.89,3,2009,1,2,2,366.19
2,8.27,1,0.127821472,14,185.9924,1,1987,0,2,1,555.2772
1414,15.1,0,0.056155909,9,140.5496,2,2007,1,1,1,2681.8424
192,8.02,0,0.111666665,13,155.2998,7,2002,1,1,1,1230.3984
337,17.5,0,0.026865809,5,261.691,6,2004,2,1,1,4207.856
1244,12.857645184136183,0,0.034938717,9,49.0034,5,1985,1,2,3,826.2578
1103,10.195,0,0.051766042,1,34.5558,7,2002,1,1,1,441.4254
681,12.857645184136183,1,0.014143673,13,187.3872,5,1985,1,2,3,2836.308
765,13.65,1,0.013091186,6,114.8834,3,2009,1,2,2,1612.5676
1097,9.5,1,0.022058724,10,196.8452,8,1997,2,0,1,3523.4136
690,20.0,0,0.057527544,0,43.1086,0,1998,1,2,0,89.2172
889,9.3,0,0.174317307,13,106.7964,6,2004,2,1,1,841.5712
455,19.1,0,0.03856376,6,209.2586,8,1997,2,0,1,3165.879
767,7.315,0,0.015364173,13,154.334,3,2009,1,2,2,4287.752
1405,17.1,0,0.038730229,9,166.2842,6,2004,2,1,1,4807.7418
1253,20.25,0,0.14781046,9,234.8616,1,1987,0,2,1,2812.3392
735,7.235,0,0.0,13,115.1834,7,2002,1,1,1,1382.2008
143,16.1,0,0.065183228,4,148.076,8,1997,2,0,1,1464.76
1371,11.395,0,0.0,8,151.6708,1,1987,0,2,1,3460.8284
1287,20.1,0,0.077769768,8,63.0536,3,2009,1,2,2,980.0576
1100,17.1,1,0.0,6,208.5638,9,1999,1,0,1,5383.6588
1017,8.5,0,0.097866209,3,51.1324,6,2004,2,1,1,1350.2424
473,8.42,1,0.0,3,229.0352,6,2004,2,1,1,5496.8448
11,5.73,0,0.045334098,14,87.0882,1,1987,0,2,1,1803.6522
360,7.17,1,0.059820884,6,130.3968,9,1999,1,0,1,3523.4136
1226,12.1,0,0.015497337,9,165.5526,3,2009,1,2,2,3453.5046
214,17.75,0,0.030559583,4,257.4672,3,2009,1,2,2,3835.008
970,17.35,1,0.027653795,3,88.0856,9,1999,1,0,1,1318.284
1027,5.175,0,0.03736783,3,86.9224,1,1987,0,2,1,255.6672
545,18.5,0,0.025907416,10,87.7172,2,2007,1,1,1,802.9548
501,6.85,0,0.03830192,5,261.2594,0,1998,1,2,0,1046.6376
513,19.35,1,0.062476391,0,164.5184,1,1987,0,2,1,1651.184
1247,17.35,0,0.167722519,9,176.3712,7,2002,1,1,1,1054.6272
254,8.68,0,0.008828341,5,99.9384,1,1987,0,2,1,689.7688
905,13.6,1,0.0,6,156.4946,9,1999,1,0,1,2998.0974
941,12.857645184136183,0,0.144534212,4,190.6504,4,1985,2,0,0,575.2512
1328,18.5,0,0.03391645,11,130.9284,1,1987,0,2,1,1713.7692
261,13.3,0,0.080131363,4,234.03,3,2009,1,2,2,4194.54
447,18.2,1,0.066297055,6,247.1092,8,1997,2,0,1,2241.0828
59,17.25,0,0.05869048,4,91.612,0,1998,1,2,0,93.212
1315,12.65,0,0.047333044,11,113.8202,7,2002,1,1,1,1800.3232
1043,18.0,0,0.039071642,13,145.3418,9,1999,1,0,1,882.8508
383,17.6,1,0.041381156,13,35.019,8,1997,2,0,1,659.142
1252,15.3,0,0.038460297,9,104.0332,0,1998,1,2,0,205.0664
637,15.6,1,0.0,13,170.6132,1,1987,0,2,1,6595.4148
161,12.857645184136183,0,0.04461205,4,241.1538,4,1985,2,0,0,480.7076
234,14.6,1,0.043201813,6,110.1254,2,2007,1,1,1,1844.9318
554,8.395,0,0.039553606,13,99.1042,9,1999,1,0,1,2579.3092
99,12.857645184136183,0,0.04379158,14,189.053,5,1985,1,2,3,6261.849
1022,20.75,0,0.024129332,6,124.173,1,1987,0,2,1,2956.152
778,12.6,1,0.031713126,0,172.5764,2,2007,1,1,1,1030.6584
252,10.895,1,0.009676286,4,122.873,2,2007,1,1,1,3448.844
1013,12.1,0,0.148986013,6,106.528,3,2009,1,2,2,1171.808
502,12.3,1,0.106928681,6,173.7396,2,2007,1,1,1,3663.2316
535,7.035,0,0.021883368,5,263.791,9,1999,1,0,1,4996.829
700,15.2,0,0.0,10,256.033,0,1998,1,2,0,1281.665
283,16.75,1,0.013711274,3,100.2674,0,1998,1,2,0,203.7348
1277,12.857645184136183,0,0.045865089,8,152.3682,5,1985,1,2,3,2287.023
1463,15.0,0,0.071516201,8,127.7362,7,2002,1,1,1,1761.7068
1165,17.75,1,0.112985849,0,185.424,0,1998,1,2,0,745.696
786,19.35,1,0.018667601,13,112.9544,2,2007,1,1,1,2908.2144
808,8.71,0,0.139202085,3,46.1376,6,2004,2,1,1,383.5008
848,5.175,1,0.029616108,13,107.7622,3,2009,1,2,2,2011.3818
1297,12.15,0,0.0,9,117.615,1,1987,0,2,1,1514.695
638,6.615,1,0.09234651,3,251.8408,3,2009,1,2,2,4506.1344
671,6.36,0,0.121034655,6,47.506,3,2009,1,2,2,1071.938
787,15.85,0,0.0,1,174.737,2,2007,1,1,1,2822.992
491,12.857645184136183,0,0.09246392,13,190.9504,4,1985,2,0,0,383.5008
1429,11.1,0,0.033102681,9,116.6124,6,2004,2,1,1,1540.6612
1172,6.695,0,0.0,15,191.882,1,1987,0,2,1,3861.64
529,5.695,0,0.065589906,5,258.2646,8,1997,2,0,1,5410.9566
454,15.1,0,0.052295514,10,242.9512,1,1987,0,2,1,4847.024
491,18.75,0,0.05310896,13,193.6504,2,2007,1,1,1,2876.256
1357,19.6,0,0.025325897,8,150.9024,9,1999,1,0,1,3795.06
1161,6.425,0,0.093454899,6,175.3712,8,1997,2,0,1,2988.1104
1320,16.5,0,0.035801238,8,92.612,3,2009,1,2,2,559.272
405,15.85,0,0.043226398,15,37.5164,6,2004,2,1,1,270.3148
1130,12.3,0,0.009429612,0,71.338,7,2002,1,1,1,1098.57
773,21.35,0,0.130127365,6,96.2094,0,1998,1,2,0,190.4188
725,12.857645184136183,1,0.070349402,5,228.601,5,1985,1,2,3,7350.432
578,6.635,1,0.0,5,39.7506,1,1987,0,2,1,303.6048
238,18.35,0,0.099026525,6,93.8462,1,1987,0,2,1,1295.6468
1275,15.2,0,0.033735909,9,110.9912,3,2009,1,2,2,1856.2504
885,13.3,0,0.06356617,5,151.3708,8,1997,2,0,1,3611.2992
1308,7.5,0,0.036382524,8,177.9028,3,2009,1,2,2,1416.8224
1269,18.35,0,0.014052469,9,224.0746,7,2002,1,1,1,1346.2476
41,17.25,0,0.0,14,263.591,7,2002,1,1,1,788.973
327,12.857645184136183,0,0.015693328,13,150.7366,5,1985,1,2,3,906.8196
677,6.985,1,0.137580452,10,182.8608,9,1999,1,0,1,4042.7376
1101,12.857645184136183,1,0.047037323,13,96.4068,5,1985,1,2,3,2624.5836
1136,17.5,0,0.026195131,13,252.6356,7,2002,1,1,1,2543.356
847,12.857645184136183,1,0.27321283,6,240.9538,4,1985,2,0,0,480.7076
146,7.52,0,0.055213208,6,129.5994,9,1999,1,0,1,642.497
1425,11.8,0,0.022824491,8,177.0686,1,1987,0,2,1,3022.0662
462,12.857645184136183,0,0.173529036,6,113.2834,5,1985,1,2,3,4376.9692
1331,8.895,0,0.124610886,9,113.1544,1,1987,0,2,1,4250.4672
1254,12.857645184136183,0,0.196659953,9,125.8046,4,1985,2,0,0,249.0092
1397,12.65,0,0.042211119,9,108.6938,8,1997,2,0,1,1393.5194
412,21.0,0,0.049263979,13,195.0478,1,1987,0,2,1,1549.9824
1412,17.6,0,0.074522745,9,228.801,9,1999,1,0,1,3215.814
864,21.25,0,0.009996872,10,185.5608,6,2004,2,1,1,3123.9336
531,17.85,0,0.0112259,13,211.956,1,1987,0,2,1,4474.176
38,9.0,0,0.038892859,14,36.119,1,1987,0,2,1,1098.57
250,9.195,0,0.015949001,0,84.1592,2,2007,1,1,1,1238.388
1116,12.857645184136183,1,0.091780142,5,182.5266,5,1985,1,2,3,6454.931
860,14.8,1,0.043982464,1,110.657,7,2002,1,1,1,2966.139
29,13.5,0,0.094603404,14,187.0872,3,2009,1,2,2,3214.4824
977,14.85,1,0.009954237,13,158.263,9,1999,1,0,1,2659.871
1456,6.38,0,0.015162573,9,145.147,8,1997,2,0,1,3006.087
226,15.5,1,0.026342897,6,104.1332,9,1999,1,0,1,1230.3984
1381,17.6,0,0.018905326,8,234.659,8,1997,2,0,1,8508.924
142,15.85,0,0.07867708,3,37.8506,9,1999,1,0,1,341.5554
1222,9.1,0,0.0,9,114.4518,8,1997,2,0,1,1593.9252
877,10.5,0,0.041395445,6,37.6164,8,1997,2,0,1,540.6296
657,15.75,0,0.054930533,0,194.4452,8,1997,2,0,1,5089.3752
321,12.857645184136183,1,0.0,0,165.5868,5,1985,1,2,3,5404.9644
1072,7.365,0,0.042733625,6,226.972,3,2009,1,2,2,3848.324
790,20.7,0,0.042836778,4,175.8028,8,1997,2,0,1,1593.9252
652,16.6,0,0.026645307,5,53.5614,3,2009,1,2,2,939.4438
116,9.3,0,0.043964058,7,192.3846,3,2009,1,2,2,4586.0304
75,15.85,0,0.180096791,14,57.3904,0,1998,1,2,0,117.1808
525,12.857645184136183,0,0.177354373,0,46.6744,4,1985,2,0,0,135.8232
1298,19.6,0,0.047888606,8,42.277,6,2004,2,1,1,605.878
1414,15.1,0,0.055840055,9,139.8496,8,1997,2,0,1,1411.496
897,15.85,0,0.0,13,55.1956,1,1987,0,2,1,1255.6988
651,21.1,1,0.020803054,2,129.7994,3,2009,1,2,2,1284.994
530,12.857645184136183,1,0.048738407,6,152.8682,5,1985,1,2,3,5031.4506
103,8.895,0,0.07543556,7,235.8616,6,2004,2,1,1,3046.7008
311,9.695,0,0.029693277,13,159.792,3,2009,1,2,2,2716.464
193,19.2,1,0.005583951,15,226.9062,1,1987,0,2,1,4514.124
1137,18.6,0,0.048160824,13,188.9898,2,2007,1,1,1,3554.7062
425,12.8,0,0.076214289,6,96.541,7,2002,1,1,1,1834.279
596,12.857645184136183,1,0.277459381,10,156.3946,4,1985,2,0,0,473.3838
927,11.8,1,0.077154417,13,35.7558,2,2007,1,1,1,577.2486
975,20.2,1,0.059790095,6,127.4678,6,2004,2,1,1,3560.6984
1235,12.857645184136183,0,0.173574402,9,214.0902,4,1985,2,0,0,1061.951
997,18.2,0,0.012597384,13,141.218,1,1987,0,2,1,2936.178
77,14.7,0,0.020952705,7,143.5128,9,1999,1,0,1,2444.8176
760,7.155,1,0.169137707,1,35.2874,2,2007,1,1,1,388.1614
797,12.5,0,0.020782036,1,198.3742,3,2009,1,2,2,2587.9646
1007,13.35,0,0.048124443,1,216.7166,7,2002,1,1,1,3918.8988
1259,12.3,0,0.076709639,9,247.846,7,2002,1,1,1,3448.844
950,19.5,1,0.03075661,3,86.254,7,2002,1,1,1,2163.85
1435,12.857645184136183,0,0.015375557,8,156.9604,5,1985,1,2,3,4278.4308
736,12.85,0,0.033230816,13,172.3422,9,1999,1,0,1,1207.0954
746,6.55,0,0.024505418,1,102.9332,1,1987,0,2,1,1845.5976
1107,17.6,1,0.076276208,10,110.9202,7,2002,1,1,1,1687.803
473,12.857645184136183,1,0.030693309,3,228.0352,5,1985,1,2,3,10306.584
957,6.61,1,0.04855968,13,188.4898,0,1998,1,2,0,187.0898
2,12.857645184136183,1,0.223985293,14,186.2924,4,1985,2,0,0,555.2772
1289,10.65,0,0.048677482,11,166.1526,6,2004,2,1,1,2466.789
647,12.857645184136183,1,0.106538757,6,145.4786,5,1985,1,2,3,5779.144
320,7.06,1,0.043989429,15,60.2904,7,2002,1,1,1,644.4944
471,13.1,0,0.037639672,6,175.6054,9,1999,1,0,1,1050.6324
803,6.11,1,0.102901425,6,128.4968,6,2004,2,1,1,1435.4648
293,18.25,1,0.183579854,4,110.857,9,1999,1,0,1,1977.426
1098,12.857645184136183,1,0.073541072,5,192.282,4,1985,2,0,0,386.164
1131,17.0,1,0.026622757,3,144.247,7,2002,1,1,1,3149.234
1438,7.5,0,0.0,9,59.2588,9,1999,1,0,1,916.1408
999,9.195,1,0.086396038,0,79.0644,0,1998,1,2,0,157.1288
1212,19.0,0,0.027139013,9,127.3336,2,2007,1,1,1,2940.1728
878,7.42,0,0.02050719,13,249.7092,2,2007,1,1,1,7719.2852
1397,12.65,0,0.042383069,9,108.0938,3,2009,1,2,2,1607.907
226,15.5,1,0.026280116,6,102.3332,1,1987,0,2,1,922.7988
1166,15.7,1,0.027673055,3,169.279,7,2002,1,1,1,3735.138
1150,12.857645184136183,1,0.009014978,3,102.699,5,1985,1,2,3,3095.97
1468,14.65,0,0.083488992,9,161.3552,9,1999,1,0,1,7148.0288
422,7.075,0,0.097660814,4,141.8128,0,1998,1,2,0,143.8128
814,14.5,1,0.063851475,1,260.4594,6,2004,2,1,1,3139.9128
1197,10.5,0,0.027271252,9,171.6106,6,2004,2,1,1,2566.659
742,19.7,0,0.041730507,5,109.2912,6,2004,2,1,1,2402.2064
16,10.6,0,0.056911107,4,233.9642,7,2002,1,1,1,3717.8272
126,11.8,0,0.054264078,7,75.0012,7,2002,1,1,1,834.9132
1226,12.1,0,0.025834128,9,165.1526,0,1998,1,2,0,164.4526
1239,12.857645184136183,0,0.047098175,9,75.5354,4,1985,2,0,0,150.4708
1032,12.857645184136183,1,0.165101585,6,87.7882,4,1985,2,0,0,515.3292
56,7.81,0,0.067730081,14,242.6486,3,2009,1,2,2,2199.1374
626,12.857645184136183,0,0.026055106,6,169.5474,5,1985,1,2,3,4211.185
443,19.7,1,0.0,0,194.411,9,1999,1,0,1,5106.686
763,12.857645184136183,1,0.017466284,10,45.4718,5,1985,1,2,3,1323.6104
855,8.89,0,0.00547348,5,100.5016,6,2004,2,1,1,1315.6208
1284,19.2,0,0.183686937,11,241.8196,2,2007,1,1,1,1687.1372
220,9.3,0,0.028638276,0,195.8136,3,2009,1,2,2,2138.5496
138,11.85,1,0.050186726,6,164.1526,7,2002,1,1,1,3124.5994
1173,9.6,1,0.022404493,1,102.499,2,2007,1,1,1,2579.975
200,12.3,1,0.064565202,15,92.9804,1,1987,0,2,1,1929.4884
1115,18.25,1,0.171174491,4,156.463,7,2002,1,1,1,938.778
854,13.35,0,0.032230526,10,61.4194,9,1999,1,0,1,743.0328
858,15.5,0,0.103442268,13,144.847,8,1997,2,0,1,2433.499
463,16.5,0,0.028395167,13,91.7146,1,1987,0,2,1,2462.7942
975,12.857645184136183,1,0.059511812,6,128.0678,5,1985,1,2,3,2797.6916
1108,17.7,1,0.042716709,5,163.221,2,2007,1,1,1,1794.331
943,20.85,0,0.037396901,5,193.8478,6,2004,2,1,1,2712.4692
1318,19.1,0,0.067400032,9,41.9796,9,1999,1,0,1,784.3124
1047,12.857645184136183,0,0.082152451,3,179.9002,5,1985,1,2,3,4119.3046
561,10.3,1,0.024998007,0,174.4422,3,2009,1,2,2,3448.844
559,17.1,0,0.128390273,6,111.9886,6,2004,2,1,1,1445.4518
497,12.857645184136183,1,0.093202196,13,125.5704,5,1985,1,2,3,1001.3632
115,12.857645184136183,0,0.168780127,14,197.8768,4,1985,2,0,0,197.0768
768,9.8,1,0.056500895,1,85.8908,7,2002,1,1,1,1845.5976
1319,6.095,0,0.081361288,11,141.9154,7,2002,1,1,1,2694.4926
330,12.857645184136183,1,0.02974207,4,88.9514,5,1985,1,2,3,3453.5046
1081,15.1,1,0.099839365,6,143.3786,6,2004,2,1,1,1733.7432
192,12.857645184136183,0,0.110901004,13,155.0998,5,1985,1,2,3,2768.3964
1026,6.8,0,0.037573095,0,50.2034,7,2002,1,1,1,1166.4816
294,16.2,0,0.074019393,5,41.7454,0,1998,1,2,0,83.8908
921,8.355,0,0.188322664,3,148.5418,3,2009,1,2,2,2207.127
881,12.35,1,0.0,0,76.2328,8,1997,2,0,1,1544.656
623,18.6,0,0.152058281,2,99.9358,8,1997,2,0,1,201.0716
688,20.75,0,0.108689606,13,159.3578,6,2004,2,1,1,4492.8184
122,12.857645184136183,0,0.016745264,7,180.766,5,1985,1,2,3,3056.022
1037,19.2,0,0.12475207,3,90.9488,2,2007,1,1,1,633.8416
1104,14.35,0,0.080594133,0,80.996,8,1997,2,0,1,1757.712
297,12.857645184136183,0,0.103918113,13,100.67,4,1985,2,0,0,399.48
1023,12.857645184136183,1,0.005935001,13,98.8358,5,1985,1,2,3,2010.716
861,20.85,0,0.032580705,0,180.066,3,2009,1,2,2,2157.192
190,7.72,0,0.051970838,6,79.7986,6,2004,2,1,1,2336.958
48,6.13,0,0.077169953,4,63.0536,2,2007,1,1,1,1225.072
603,12.857645184136183,0,0.053211728,4,177.6002,5,1985,1,2,3,8417.7094
778,12.6,1,0.031663212,0,173.2764,3,2009,1,2,2,1030.6584
1417,18.85,0,0.0520115,8,190.3846,1,1987,0,2,1,3630.6074
1388,20.6,0,0.118827682,9,75.0696,0,1998,1,2,0,149.1392
1315,12.65,0,0.047237246,11,112.5202,8,1997,2,0,1,787.6414
953,7.56,0,0.06390019,5,157.263,7,2002,1,1,1,2503.408
1274,19.85,0,0.025968706,9,49.5376,8,1997,2,0,1,1006.6896
654,13.5,1,0.125469442,13,264.491,9,1999,1,0,1,6574.775
936,12.857645184136183,1,0.235859408,13,46.1402,4,1985,2,0,0,45.9402
995,8.365,1,0.039844429,6,190.1188,8,1997,2,0,1,1904.188
1251,12.3,0,0.05271592,9,189.653,3,2009,1,2,2,569.259
886,19.75,0,0.012448294,6,188.2872,8,1997,2,0,1,2647.2208
1096,20.1,0,0.074931201,4,108.9228,3,2009,1,2,2,1105.228
519,5.785,1,0.040351229,13,181.366,6,2004,2,1,1,1977.426
75,15.85,0,0.107597879,14,58.7904,8,1997,2,0,1,585.904
1067,7.725,0,0.047743195,3,248.3092,1,1987,0,2,1,6474.2392
791,15.1,1,0.096020459,10,133.7942,1,1987,0,2,1,2384.8956
992,11.3,0,0.007321067,10,197.7426,2,2007,1,1,1,2570.6538
421,19.25,1,0.034693175,3,140.1496,6,2004,2,1,1,1552.6456
836,8.18,1,0.082737261,5,57.3588,3,2009,1,2,2,343.5528
1208,11.8,0,0.008554052,8,116.9492,1,1987,0,2,1,1969.4364
1371,11.395,0,0.021649904,8,150.8708,7,2002,1,1,1,4363.6532
111,8.52,0,0.027169589,14,151.0682,3,2009,1,2,2,1829.6184
534,6.65,0,0.089196394,3,147.0734,0,1998,1,2,0,296.9468
882,7.5,0,0.050957715,3,122.4072,3,2009,1,2,2,2572.6512
643,12.857645184136183,0,0.064636203,0,90.0804,5,1985,1,2,3,2113.2492
194,7.575,0,0.092711708,4,197.7768,0,1998,1,2,0,197.0768
991,19.25,0,0.102188428,4,54.3956,3,2009,1,2,2,1201.1032
621,11.5,0,0.0463847,13,118.9124,2,2007,1,1,1,1540.6612
396,8.1,0,0.127929521,6,211.4902,1,1987,0,2,1,3610.6334
1345,10.0,0,0.073493831,8,118.344,9,1999,1,0,1,1797.66
440,9.8,1,0.063805139,6,117.3492,6,2004,2,1,1,810.9444
878,7.42,0,0.020387989,13,247.1092,6,2004,2,1,1,4233.1564
45,14.8,0,0.04487828,14,75.467,8,1997,2,0,1,765.67
1157,9.17,0,0.103398309,0,143.947,3,2009,1,2,2,2576.646
1047,19.5,0,0.082536604,3,177.2002,6,2004,2,1,1,2149.2024
1306,12.35,0,0.041729735,8,36.3216,6,2004,2,1,1,276.9728
755,20.75,0,0.089186387,2,193.3478,1,1987,0,2,1,6006.1818
493,17.7,1,0.122372504,10,101.5674,3,2009,1,2,2,1629.8784
1096,12.857645184136183,0,0.074265816,4,109.5228,5,1985,1,2,3,3757.7752
1354,19.5,0,0.014355033,9,55.4614,2,2007,1,1,1,552.614
1278,12.857645184136183,0,0.060672263,9,119.8782,4,1985,2,0,0,238.3564
447,18.2,1,0.066567121,6,250.2092,3,2009,1,2,2,2988.1104
210,8.8,0,0.071540443,13,210.6612,9,1999,1,0,1,2508.7344
1135,14.15,1,0.024404558,6,198.311,8,1997,2,0,1,2553.343
628,18.85,1,0.138190277,13,250.8724,1,1987,0,2,1,3775.086
1452,7.285,0,0.052141447,9,174.9054,0,1998,1,2,0,525.3162
1290,11.0,0,0.038109194,8,40.948,2,2007,1,1,1,479.376
865,17.25,0,0.0,5,40.8822,3,2009,1,2,2,628.5152
800,20.35,0,0.083799283,10,184.1292,8,1997,2,0,1,2189.1504
1146,20.2,1,0.121231308,13,97.5752,6,2004,2,1,1,1534.0032
1122,12.0,0,0.033946163,3,179.3976,1,1987,0,2,1,3440.8544
827,15.15,1,0.066551268,5,144.676,2,2007,1,1,1,3954.852
11,5.73,0,0.045371855,14,86.0882,8,1997,2,0,1,1116.5466
164,10.895,0,0.064621927,6,196.6794,1,1987,0,2,1,1170.4764
1286,12.857645184136183,0,0.059776237,9,231.7642,5,1985,1,2,3,5344.3766
477,19.85,0,0.053980686,12,196.8768,1,1987,0,2,1,2561.9984
721,15.7,1,0.030672457,13,253.1724,9,1999,1,0,1,5285.1204
902,6.75,1,0.108679906,4,95.6752,3,2009,1,2,2,1246.3776
270,7.5,0,0.0,5,237.7906,6,2004,2,1,1,1188.453
1434,5.21,0,0.011072173,9,257.8962,2,2007,1,1,1,4402.9354
673,17.7,0,0.050111641,13,165.9816,0,1998,1,2,0,167.7816
623,18.6,0,0.151931742,2,101.1358,1,1987,0,2,1,1105.8938
249,15.0,0,0.118791698,13,229.9694,1,1987,0,2,1,4339.0186
407,7.27,1,0.020823289,3,92.4488,7,2002,1,1,1,996.0368
739,11.1,0,0.010663189,3,82.3908,7,2002,1,1,1,1342.2528
18,12.857645184136183,0,0.138269873,14,111.686,4,1985,2,0,0,452.744
341,8.235,0,0.08276363,0,146.5076,3,2009,1,2,2,1625.8836
832,20.85,1,0.062350672,0,86.9514,7,2002,1,1,1,1416.8224
937,18.25,0,0.075620262,13,123.8046,2,2007,1,1,1,3486.1288
806,17.85,0,0.0,1,196.5794,0,1998,1,2,0,585.2382
196,16.7,1,0.052368061,5,112.7176,1,1987,0,2,1,801.6232
1101,17.25,1,0.047533568,13,96.9068,2,2007,1,1,1,1458.102
45,14.8,0,0.044840933,14,78.367,1,1987,0,2,1,918.804
278,17.7,1,0.040897932,6,82.6276,1,1987,0,2,1,731.0484
796,17.0,1,0.01599013,13,228.8352,9,1999,1,0,1,4351.6688
